text,label
南阳镇平发生大货车侧翻事故， 沿街多家商铺受损!_处理,2
晋江一驾校教练疑同事故意堵车 连续别车致两车剐碰,2
槽罐车装载32吨硫酸刹车失灵 连撞11车-奎屯新闻网 - 奎屯唯一的...,2
秀山“魔鬼转盘”又出事故，一轿车四轮朝天，现场惨烈！_车头,2
高速23车相撞 一家6口5死1伤_佰佰安全网,2
警情通报！渠县36岁男子酒驾致6车相撞后逃逸，可恶！_肇事,2
duang！这个路口又发生一起电动车与小车碰撞事件...._事故,2
香港北角一无人驾驶的保姆车 冲上人行道，致2死10多人受伤,2
唐山：因雪天路滑 接连发生两起追尾事故,2
东方：学生拿校服蒙头过斑马线 轿车未减速将其撞倒,2
24路公交车与自行车相撞，现场一片狼藉，一老伯倒地不起（图片还原现场）,2
河北邢台“黑校车”超载造成2死9伤，或与货车司机闯红灯有关,2
网友爆料：昨日下午泊头市洼里王路段突发车祸！_照片,2
新加坡10岁童星参加澳门赛车比赛，遭遇连环撞车,2
茶油飘香暖人心——泰和老营盘村一油榨坊掠影,2
庆祝改革开放40周年暨检察机关恢复重建40周年|从服务灾后重建到守护美好家园,2
陈礼锋：脱下戎装换警服 誓言未忘心不改,2
视频追踪再发力  南山警方连破入室盗窃案,2
交警拉横幅 “教科书式”执法显成效（图）,2
震惊!兴国一重点工程技术数据电脑被盗，公安破案仅用3天!,2
肩上没有“星星”的你们，用生命诠释忠诚,2
湖南益阳多部门联合开展电取暖器具专项检查 查获“三无”产品千余件,2
真汉子！水管工为抢修寒冬跳入冰水井 一天衣服湿几次,2
枣阳警方开展飓风扫毒 三天抓获8名吸贩毒人员,2
居民楼突发火灾派出所长为救火被灼伤脸部集镇居民为其点赞：你烧焦的胡须，真的很好看！_刘睿,2
战冰雪抢修线路保供电,2
衡阳扶志扶智纪实①|蒸湘区创新“四金合一”斩断穷根,2
威人物丨17岁那年，他带着满腔热情走进了巡山护林防火队伍,2
当心吹风机“吹出”火灾,2
曝光台 | 女子乱停乱放车辆被拖移 扒上拖车阻碍执法态度嚣张,0
【特稿】土耳其高速列车撞机车　数十人死伤,0
上海普陀一民宅起火殃及四邻 居民投诉消防通道被占,0
深夜，慈城这55亩葡萄大棚突然倒塌，损失至少两三百万!而监控显示…,0
55亩大棚深夜倒塌损失两三百万!农户怀疑人为导致,0
收钱收到手软!原都江堰市市长马汉选自己都震惊了,0
中二少年认为除了自己人类都恶心，纵火烧死母亲和妹妹_塞缪尔·沃纳钦,0
天都“黑”了！网友都在问发生了什么？碧鸡路一在建工地突发火情,0
太原一水利设施渗漏  一夜灌满百亩人工湖,0
独居老人养鸡换钱　凄苦晚年让人心酸,0
火灾不分季节；两天内 萍乡连发两起火灾,0
赚钱方法：希腊遇近十年来最严重火灾 已造成超60人死亡,0
今天下午遂宁一小作坊突发火灾，现场浓烟滚滚甚是可怕！！_棉絮,0
上海胜华电缆集团多次被曝光产品质量不合格-名企动态-看准网,0
水浸坪乡白云村遭遇冰冻灾害,2
河津居民楼失火，都是电热毯惹的祸！家里都烧完了！_时候,2
揭阳某厂房突发大火烧了整整一夜，整栋大楼轰然倒塌！_火灾,2
维州遭暴雨袭击 上百人在hume fwy被困 - 澳大利亚天气_澳大利亚...,2
突发！唐山一寺庙发生火灾！现场黑烟滚滚！,2
男子遇怪事：贷款未成却欠银行钱 还成了失信人,2
震惊！上饶一男子极速倒车撞2车伤3人弃车逃跑！竟因为……,2
12岁女孩怀孕4个月，家人竟然毫不知情，妈妈哭求引产找出凶手,2
马兰屯镇政府孔祥全贪污腐败,2
合阳：偷梁换柱“改”商家二维码 一夜疯狂做案20起,2
省外“遥控指挥”在川制假售假,2
沪网红酒店 人均500的餐厅吃得上吐下泻,2
丈夫与年轻女子婚外情，妻子当街砍伤小三，丈夫抱起小三狂奔医院,2
男子利用坐牢经历去诈骗，骗走女子20多万,2
深圳龙华凌晨一辆轿车行至路口，突然掉了下去,2
椒江男子30万车子停小区，被物业当废品卖了,2
今天上午，坪地一企业电线插座短路着火!,2
四川景区游船疑因大风翻沉 4人被救起14人失踪,2
高雄凤山大楼突发火灾 120人仓皇逃出17人送医,2
印度一航班机舱浓烟弥漫 婴儿大哭 空姐拿出氧气瓶  旅客惊恐,2
深夜里太原一小区起火！可消防车就是进不去,2
火光冲天!商洛镇安县一皮包店着火,2
广东揭阳一厂房起火燃烧十多小时，部分厂房火中坍塌!,2
瓜子二手车公然出售涉水车威胁人身安全!大品牌却没有大气度?,2
险！环城北路一民房凌晨起火，老人被困阳台……,2
深圳3岁男童半夜流落街头满身是伤，母亲看后:我也不清楚,2
曝光！恩施往返机场的出租车不打表，甚至还漫天要价！（附视频）,2
冬天健身要注意!广西一男子刚上跑步机10多分钟猝死，年仅35岁,2
门锁损坏修换不及时 惯盗轻易得手,2
文化路人行道上有深坑，多个部门均称不归他们管_路面,2
小区突发火灾，污水池“沼气”是火源？业主：六月天一抽烟就会爆炸！,2
货车瞬间变火车，一半挂车在老化肥厂火车道处疑发生自燃……,2
9岁女孩被邻居囚禁十年，惨遭毒打凌辱，离自家只有几十米距离,2
突发：莆田涵江城隍庙旁发生大火！消防车不能到达！,2
洪水冲毁吊桥重建遇阻，政府回应：缺钱,2
副科干部疑因父亲不给换新车 赌气纵火烧车,2
印度煤矿坍塌致13人被困_环球_正北方网,2
男子因感情纠葛打晕情人夫妇 纵火制造火灾假象,2
为爱猫取暖打开暖炉不料引发火灾致其死亡，租户被困欲跳楼求生！,2
油水乱淌 油烟味刺鼻，河南 22 所院校食堂油烟废气污染情况普遍,2
火光冲天！民宅突发火情，74岁瘫痪老人不幸身亡,2
圣诞树“火”起来有多猛？4秒就能烧到顶_装饰物,2
高校餐厅火花四溅，学生四处逃亡，电路太弱还是学校太弱?,2
贵州强降雨持续 累计逾142万人受灾-侯马市人民广播电台,2
大风吹倒东莞工地龙门架砸中工棚 18死33伤,2
兴宁坭陂高速路段一大货车突发大火，整辆车被烧毁…_出口,2
越南中部豪雨成灾 至少已造成13人死亡_手机网易网,2
广东揭阳工厂突发大火，整栋大楼在烈焰中,2
鄂尔多斯境内一轿车发生自燃，瞬间被大火吞噬，烧成空架...,2
西藏芒康连续5次地震，市民穿秋裤奔出,2
损失上千万！永安商贩过年囤满货，却遭遇大火！视频看的心疼_福建,2
越南大雨致13人丧生1人失踪 恶劣天气还将持续——人民政协网,2
男子店铺外踩点 趁店主离开潜入店内实施盗窃,2
火灾不断“突袭”!轮胎厂、轮胎店接连遭殃,2
湘潭霞光山庄一车库发生火灾 车被烧得面目全非,2
大火彻夜燃烧，厂房轰然倒塌……_揭阳,2
惊险！滨州一加油站旁燃起大火 目击者：空调外机着火了,2
刚刚！昆明融创万达城方向发生火灾！浓烟滚滚，摩天轮都快看不见了,2
贵州遵义：危急！加油机起火！！旁边3米就是8吨柴油储存罐！！！,2
河北定州村民家中突发大火！现场有汽油焚烧痕迹！_连电,2
罗马北部一加油站爆炸致至少2死18伤 目击者：如同原子弹爆炸！_人员,2
【突发】刚刚！昆明融创万达城方向发生火灾！浓烟滚滚，摩天轮都快看不见了_网友,2
广东揭阳一厂房起火燃烧十多小时，部分厂房火中坍塌！_火灾,2
突发!广东揭阳一工厂起火燃烧十多个小时!整栋楼在烈焰中倒塌!,2
也门首都警察学院外发生自杀式袭击 至少50人死,2
刚刚突发！滨州市区渤海五路一店铺突发大火，紧靠中石化加油站……_火灾,2
大块楼体在火光中坍塌！实拍：广东揭阳一厂房起火燃烧一夜后熄灭,2
紧急！海宁一小区突发火灾！楼上一老太被困！事发时屋里还有4人...,2
更多的雨、洪水、冰雹还在路上!飓风升级到4级，墨尔本继续渡..._搜狐,2
[直播贵阳]司机倒车开进商店 引发火灾损失百万,2
太恐怖:一栋大楼在烈焰中轰然倒塌，广东揭阳某工厂突发大火,2
民政部：云南洪涝灾害造成6人死亡失踪,2
杭州两驴友8日结伴去安吉登山赏雪至今未归,2
"吓死人！美女泡澡时玩苹果手机，结果""哧溜""一下，惊恐的一幕发生了……_充电器",2
榆林步行街道多车起火闪爆声吓坏路人 - 腾讯网,2
榆林绥德：步行街道多车起火 闪爆声吓坏市民,2
【小唐说事儿】熊孩子玩火烧毁27万新车，父母拒赔...,2
武汉一轮胎店深夜突发火灾 现场腾起熊熊火光_网易新闻,2
法国遭遇5年来最严重山火 强风助长大火蔓延,2
云南边境多地遭狂风袭击 屋顶被掀翻(图),2
居民楼起火原是电烤炉惹祸_骆一歌,2
北京中关村一大楼楼顶着火 系工作人员误操作所致_海淀区,2
突发!秀灵路东博机电城发生火灾,2
孝感一小区发生火灾!起火源头竟是一根烟头!_城市资讯 - 掌上孝感,2
宜兴某小区燃放烟花引发火灾，致6名保安受伤住院  伤者回忆亲述当时情景  心仍余悸_呼吸道,2
杭州男女驴友结伴进山看雪景，已失联3天！,2
揭阳榕城区一老房子突然发生火灾……现场浓烟滚滚直冲云霄,2
山西六旬滑翔伞爱好者迫降时坠落 发现时已身亡,2
沈阳路面塌陷2米深大坑没人修 卡车倒垃圾(图),2
男子举债数千万伙同妻儿造假死 骗保6900万台币,2
巴西教堂枪击 四死四伤枪手自杀,2
是他！德庆一男子伙同他人多次窜到凤村、播植等地果园偷皇帝柑！德庆一妇女踩住单车突然刹车线脱落，这民警寒雨中帮修理,2
万科三亚叠拼别墅大面积漏水 业主宾馆住半年有家回不了,2
伊拉克连日暴雨引发洪灾 道路遭洪水淹没,2
蹊跷!泰州一灵车停在屋里 莫名起火把房子烧了，麦泽利安的头颅-言...,2
四川山体滑坡遇难18 失踪失去联系107人,2
【视频】宿松汇口一家具仓库突发火灾!熊熊大火，黑烟滚滚！_秋干物,2
张家口爆燃事件后河南事故不断孟津一能化公司中毒事故3..._新浪博客,2
村民家中烧炕取暖，不慎引发火灾，葬身火海!,2
男子谎称挖到40公斤黄金，富婆陷套路被骗200万,2
天寒地冻，彭泽一居民在家烤火把房子给点着了！万幸…_火灾,2
越南中部遭持续降雨侵袭 已致9人死亡4人失踪,2
拆迁日突发强龙卷风多人受伤，一小庙却让奥运水立方被迫让步,2
民政部：近期南方部分地区强降雨致18人死亡,2
今天凌晨，如东一农户养猪舍突发火情……,2
海淀中关村一大厦顶层今晨发生火灾,2
突发！通城粮道街一居民楼发生火灾，现场浓烟滚滚！_视频,2
新疆轮台县5.3级地震 震中小村危旧房屋有裂缝,2
突发!佳木斯一小区突发大火，57岁独居男子不幸身亡!,2
惊!沙家浜一新村17户居民家，出现房屋开裂……,2
青岛代孕汶川飞石彻底击碎车停在塌桥桥7 6死12人受伤_快讯百晓生,2
北京中关村融科大厦发生火灾  现场图,2
电瓶车私拉电线引起火灾,2
悲哀！冬季火灾多发张杨路民宅现火情，一家三口2死1伤,2
实名举报黑龙江省第十一巡视组组长张立波不作为,2
合肥一立交桥上轿车猛烈撞击自燃！司机身亡！视频曝光…_行车,2
湖北来凤县发生山体滑坡 2人因建筑物倒塌死亡,2
【平陆周边】70多岁老人烧炕发生火灾 不幸身亡,2
居民楼突发大火，一楼火光冲天，着火原因竟是取暖器！,2
拆除校舍扬起“沙尘暴”，周边居住遭了秧，五米内不见人啊！,2
突发！中关村融科资讯中心楼顶着火,2
厦门一家企业突发火灾！现场浓烟滚滚，火舌四窜！_时候,2
险！市区鳄城花园一居民家中起火！一男子昏迷在卧室！_火灾,2
主人为给猫取暖打开暖炉发生火灾 猫不幸身亡,2
日本发生地震2人死亡，125人受伤39人失踪，暂无中国公民伤亡报告,2
骗子上演“回心转意” 痴情男子被骗4万多元,2
"齐市：眼看小车被烧成架子，只因消防通道被""霸占""...",2
抗病毒口服液喝出虫子 消费者恶心不已,2
雪后6个半小时 张店发生道路交通事故63起,2
女子被侵害后命丧菜花地，大雨过后，犯罪痕迹被冲刷得一干二净,2
小伙子胆子不小，绑了自己老板敲诈勒索，知人知面不知心！,2
【江北见闻】满载建筑垃圾的工程车竟然违规开上江北大道~_执法,2
河北10岁男童下楼丢垃圾，失踪39天后姥姥下地时发现一只手！_李某某,2
抗议总统连任！玻利维亚示威者焚烧法院大楼,2
史上最全英语词汇图!,2
少女怀孕6个月才说 男友见无法堕胎杀她塞垃圾桶,2
肆意妄为!因为自己扔垃圾被环卫工劝阻 武馆教练一连扇64岁环卫工3...,2
临海:村口的垃圾中转站 影响到村民生活,2
凌晨4点女孩打车，意外发现了车上被绑的女人……,2
多股生活污水排入厦门杏林湾水库 污水泵站故障所致,2
【图片】曝光下这种垃圾无良的***。死垃圾。盗号还有理..._百度贴吧,2
事发海口！12岁女生中学门口被一戴口罩男子拽走，几天无下落…丨海上夜闻·视听汇,2
非法贩售海龟“下家”落网,2
河北一名男孩走失38天后被发现身亡 警方现已介入此事调查,2
【运城随手拍】网友反映，盐湖区龙居镇美玉村垃圾场垃圾乱堆，工业废料乱焚烧_部门,2
山西万荣：废弃垃圾场用黄土掩盖 给后代留下污染隐患！,2
拔树“成瘾” 寿光一男子打了报警电话反被拘留_马某某,2
横门冲口门片区围堤路水闸、道路、堤坝尘土飞扬，点解决？_南朗镇,2
男子喝醉摔下10米排污沟 被发现时意识模糊_龙腾苑,2
快讯 | 为推销商品造谣成都雾霾爆表 男子被行政拘留7日,1
他倒在芦苇丛中，再没醒来|木村|洪江|青花椒_新浪新闻,2
中铁十二局四公司某女会计，道德败坏!!女流氓!!人渣垃圾..._百度贴吧,2
铜川市区一律禁放烟花爆竹 造成严重后果或被拘留,2
白天占道、夜晚噪音，沙河各处的渣土车扰民何时休？_巩华城,2
还相信土方呢？奶奶用花椒面给孙女止血导致感染截肢！_伤口,2
雪域寻踪 揪出可怕利益链 谁杀害了这些珍贵的野生动物？,2
溺水人数高达5000多，日本一年泡澡死亡的人，比交通事故都多,2
宜宾一农户使用泔水饲喂生猪，35头生猪就地进行了无害化处理_防控,2
海龟因为环境污染导致吸管一整根进入鼻子里，看着揪心一定很痛吧,2
外卖是个坑?少量和晚送都不算大问题，网友:比吃剩饭剩菜还要脏,2
佳木斯民宅起火一男子被烧成灰，这是谁的父亲又是谁的儿子,2
哈市出现重度污染天气，数据表明，燃煤和机动车尾气是污染主因,2
厨房里着火了？原来是走廊里一阵风惹的祸！,2
嚣张！武馆教练乱扔垃圾遭劝阻 竟当街推搡环卫工 并猛抽数个耳光,2
河南商丘这家无资质搅拌站是如何躲过重重监管？_商混,2
因垃圾放楼道，曾pk落败的男子又被女邻居持钢管击打头部致伤,2
诸暨背街小巷“顽疾”为何久治不愈？ 占道经营、跨门经营、乱停车……,2
公园边的绿化带一个月内塌陷了2次，刚做了方案要维修，它又塌了,2
任军军博客:山东省费县特大虐待杀人案四个禽兽不如畜牲..._新浪博客,2
孕妇掉落窨井身亡，物业勇于承担责任，开发商却避而不见!,2
噪音扬尘严重，查封后又擅自生产，衡山这6家搅拌站“碉堡”了!,2
广西90后父亲弑女之痛,2
数说芬太尼：年致死人数20年涨了40倍，逼近枪支暴力,2
40头狮子遭到捕杀，网友称:简直惨无人道、需要加强保护野生动物,2
谁来处理？振华路附近频繁有人焚烧枯草，烟尘污染严重,2
小区电梯内被扔狗屎，物业被逼蹲守电梯，按摩店老板以恶惩恶?,2
碎石子堆积成山 南京一生态保护区内怎可洗砂排污？,2
曲阳事件背后的环保困境：散煤价低污染大（3）,2
[图]北麓国际城b区车库脏乱差 灰尘漫天飞,2
苍梧8人中毒送院...天冷了，这个“隐形杀手”又出现了！,2
被万科坑惨了，这么垃圾的企业，就没人管得了吗 - 第3页 - 步行街...,2
武鸣双桥路口一车瞬间被大火吞没！_小汽车,2
沙特记者卡舒吉遇害录音曝光，是被活体肢解的,2
宿舍饮酒致16岁男孩高位截瘫，许昌6名学生赔偿20多万元,2
不孝孙子，把相依为命的奶奶殴打致死，自己安然在家睡觉,2
衡水女子与n个男人上床被抓！小伙想吃霸王餐，群殴老板！_垃圾桶,2
政风热线：尧塘街道红旗村  垃圾随意倾倒 路边变垃圾场_王星,2
[新闻联播]湛江1岁半女童不慎被钢笔插入头部,2
高空坠物，一袋垃圾从天而降，女子爱车惨“毁容”，玻璃被砸碎,2
自来水管流黑水，上万居民无水喝,2
绍兴又一批干部违反八项规定!被纪委监委实名通报!_手机网易网,2
西夏区兴夏苑发生火情，一男子不幸遇难！_邻居,2
惊险！一婆婆模仿教练指挥儿媳开车，儿媳一紧张撞断3棵树，车也翻了！_泗阳,2
河北曲阳“过度执法”拘留烧散煤人员，面对质疑官方却称系“乌龙”_处罚,2
受害人正值生理期钮承泽也性侵?神秘女士更是曝光其它内幕,2
六小龄童因“网络暴力”关闭微博评论， 网友们却在转发区继续嘲讽,2
最新通报！2死5伤！奥迪车司机癫痫发作，他称……,2
狗狗被袋鼠欺负男子前去帮忙 结果被踹飞倒地,2
河水污染生出变异怪物，10岁女孩被掳走，全家人齐上阵拯救,2
曝光!济宁这家企业电泳废水未经处理进直排雨水管网,2
你见过他俩吗?凯里12岁双胞胎失联5天!亲人寻至凌晨,2
垃圾成堆臭气熏天,2
59岁大爷骑违法电三轮上路卖废品被暂扣 一口咬断交警手指,2
投诉主题：关于我组的自来水和水管严重污染事件,2
突发! 合肥街头，轿车猛烈燃烧!还有巨大爆炸声传出…,2
男子做保洁捡废品，为一个饮料瓶推倒80岁老人，导致造成老人轻伤,2
四川达州千余行道树枯死 村民：死了栽 栽了死,2
农民蒙冤获赔后娶娇妻，四年花光赔款，娇妻跑了[图文]_精华网,2
顺义某小区深夜广场舞噪音扰民，怎么办！,2
宁河区村民被举报排放污水污染严重,2
钢材市场噪音扰民+福阿婆面馆附近下水道堵塞问题！_泊头,2
山西盂县长池镇两石料厂烟尘漫天环保局被指监而不管,2
今早开发区内有一垃圾点起火,2
悲剧！梅城男子疑因钓鱼时一个动作失误，滑落梅江河溺亡,2
男子乱扔垃圾，乞丐上前打扫，男子却变本加厉的欺负乞丐,2
惠州园洲竂仔信隆工厂废气严重影响周边居民生活,2
心碎!男子带妻儿逛商场，不料试衣镜突然坠落，6岁女童被砸身亡,2
女德班向孩子伸出了毒手，这是把儿童往火坑里推,2
蒙城：钢管杀人，三轮运尸，扔进下水井，命案细节曝光！令人……_孙沟村,2
临沂：两网友跨省相约“烧炭自杀”？,2
市区兴南市场:乱摆乱放堵塞消防通道 亟待整治,2
12月警示！河南一化企发生中毒事件 致3人死亡_事故,2
突发！梅城一男子护栏外钓鱼不慎落水身亡 年仅20多岁,2
连撞三棵树，车都翻了!肇事女子:婆婆指挥我开车，太紧张了!,2
初二男生没钱给同学买烟遭殴打，学校门卫:这点小事很正常 zt - ...,2
南阳清大医院骗到底黑心坑人骗子无耻!!真是垃圾_网事社谈资讯,2
恶臭女德班再次来袭：“被强奸都是女生的错”？不要伤害孩子！,2
绿化带改成水泥地，还坚持说自己没错，大妈:我跟别人学的!,2
车子开了3年了一直有异味 居然是甲醛超标,2
缺手续、排污水 这家养猪场好影响当地村民生活,2
济宁曲阜市丰泽园小区存在各种安全隐患，无良开发商不给解决,2
噪音扰民遭举报，城管没收设施，商家叫嚣:你给我出去!,2
污水倒灌 苏州市民半月内家中两次粪便泛滥,2
酒后突然犯烟瘾 驾车去买酿事故,2
"绿化带成公厕 有人为图方便到处""方便""",2
女德班卷土重来 教育未成年人：甩手操治癌，吃鱼眼得800度近视,2
骑着摩托走蛇形、踹垃圾桶！这是谁家孩子？_小青年,2
做防水却忽视防火:北京东城工人做防水 喷灯引燃杂物着起大火,2
卖淫窝点很隐秘， 理发店内玩秋千， 每次只需100元,2
小黄车又被告:至少遭9家公司起诉，多个城市的运维疑似停滞,2
醉驾男子为避查处装疯卖傻阻碍执法_王某,2
黄土裸露积尘满天飞!郑州高新区一工地问题多,2
荷花西街、荷花北街——坐商游商占道经营_行人,2
突发！郑州又现热力管道爆管，有私家车被困车主受伤,2
垃圾乱丢卫生差 车辆乱停路难行_塘汛镇,2
图文：出租屋室内甲醛超标一倍多,2
暖气爆炸 6旬老汉多处骨折 沈阳积水潭医院8个半小时急救！,2
阻拦执法 威胁辱骂,2
公用环卫设施还没装好竟遭“黑手”破坏_分类,2
唐山烟花爆竹厂突发爆炸 网友称现场发现残肢,2
廊坊大厂夏垫每逢大集严重堵路 国道被占,2
脏乱平房区截断采石北路,2
热线！八路镇这个村出门靠靴子，上厕所跑很远…村民烦心事何时解？,2
烧劣质煤被拘，何不食肉糜,2
【人间事:张家口爆燃23人死亡事故背后，被爆炸掀翻的货运人生】,2
"重庆破获""荐股""电信网络诈骗案 受害人逾200名",2
永兴警方摧毁一个多达5级的跨省贩毒团伙！,2
河东警方捣毁一贩毒链条  抓获6名吸贩毒人员,2
民警李嘉顺：八年八获嘉奖，成功调解纠纷5000余起,2
十堰一民房暗藏赌博窝点 警方突击当场抓获9人,2
私制爆炸物品2.5吨从何而来 海南侦破特大非法制贩爆炸物品案,2
农庄暗藏毒窝 湖北应城警方捣毁聚众吸毒窝点,2
【法治民和】民和警方:辱警滋事“零容忍” 从严快惩“不手软”,2
珲春市公安局破获密江乡“11.27”故意杀人案_工作,2
缅甸好心男子挽救数百条生命，却因一件小事身亡,2
苹果在美遭集体诉讼：iphone x尺寸和像素忽悠消费者,2
太可怕！路过你身边，就能刷走你的钱！已发生多起......,2
贵州一 65 岁农民用复印机制上百万假币 还真的用出去了……,2
白女在布碌仑d线地铁歧视辱骂攻击华女 竟系律师,2
花季少女被男子骗取清白后， 卖入足浴店， 还说给我找高薪工作,2
男子ktv内听到“啊”的一声，一看女友掉到楼下，身上多处骨折,0
蜀黍说：笨贼偷摩托不会开锁，推了10公里，然后悲剧了……,0
因为一个电话，90后妈妈亲手刺死了3岁儿子……,0
吴卓林又出事，拖欠房租被房东报警，兜里只有20元只好求助妈妈,0
绍兴一村民对着村书记连刺五刀 现场惨烈,0
男子30万车子停小区，竟被物业当废品卖了!,0
悲剧!“低头族”遇上酒驾司机，浙江男子被撞身亡,0
男子抢劫后潜逃28年 在深圳娶妻生子还开了家面馆,0
男子车无保险担心被查 慌不择路刮掉交警车牌,0
网约车绕远路被姑娘指责，司机将其拖下车殴打，姑娘:按在地上打,2
现代版“潘金莲”出轨杀夫，指认现场群众唾骂追打 现场一度失控,2
自贡醉驾司机：等红灯时睡了3小时 车撞大树仍没醒,2
妻子女儿回家去旅馆洗澡 却引来父亲的暴力 女儿：你们离婚吧,2
60岁老太独自蜗居，自买保险养老，提起儿子丈夫哭诉:他们靠不住,2
垣曲“逸景花城”房产项目一片空地售房忙_宣传,2
杭州驴友安吉看雪失联7天:发现疑似女性失联者遗体,2
恶魔在人间 沈阳一幼儿园老师用牙签扎孩子,2
刚踏入社会的年轻人，就是这样被骗进“公司”，成为电信诈骗的帮凶,2
日本一名医生被中国患者刺成重伤,2
化学博士频频对同事吃食滴入不明液体：仅仅只是因为论文排名？,2
霸屏天下真能提现吗 霸屏天下涉嫌传销用户超50万,2
临汾尧都:两骑摩托的偷车贼16分钟盗走面包车,2
所谓合伙人 竟是诈骗犯,2
大阴谋！福州市区惊天1死3伤车祸 背后真相让人无比愤怒！,2
微商真疯狂，鸡西女子居然帮好友，代买炸药！,2
新车还没交付就在4s店毁容  车主欲换新车遭4s店拒绝,2
触目惊心!东北2名男子街头上演“武林风”，倒地男子被车碾死,2
痛心！男子持刀狂砍岳父和妻子，苏州高学历夫妻竟因此事酿血案……_李某,2
梅州发生一起刑事案件!男子刺死妻子、刺伤同村男子后自杀,2
四车连环相撞!肇事奔驰面目全非 车主竟大喊“不是我开的”,2
醉酒司机连撞六次树 撞后在车里睡觉,2
今早 康定城区三车连撞 出租车三厢变两厢,2
儿子殴打老父亲致死，事后还称：自己只是打了父亲几个巴掌而已,2
男子地铁里吃小龙虾满地吐壳，还叫嚣说……网友不干了！,2
27年前发生教师集体性侵事件，一妙龄少女性侵33次，如今疑点重重,2
济南一男子给货车贴罚单并动手打人：这条路我说了算！,2
26岁中国博士留学生心胸狭窄，因与室友发生矛盾便下毒报复,2
只因加了一个qq好友，女子账户里的四万元被骗走……（视频）,2
希捷高管被钓鱼泄露员工信息，遭上万名员工集体起诉,2
4名小学生对着蜥蜴喊“校长” 被校长用电线抽打,2
大姐地铁1人占3座被行拘，辱骂扇巴掌:你动我一下试试,2
公交车等红绿灯时，被天桥坠落下来的醉汉砸中，网友:请勿抛乐色,2
女寝室：凌晨时分就寝 陌生男子持刀进入,2
事发仙桃，一女子当众掌掴60岁环卫工，还拳打脚踢，太恶劣,2
上饶市摧毁以占某富为首的涉黑犯罪团伙,2
华裔女杀死5岁儿子砍头扔进垃圾箱，原因令人寒心!,2
又见校园暴力!11岁女学生跳楼自杀身亡!“我再也受不了他们这样对我”...,2
【欧浪网】节日将近出现盗窃高峰 南部华人店主遭遇暴力盗窃_劫匪,2
又见校园暴力!11岁女学生跳楼自杀身亡!“我再也受不..._手机网易网,2
时时彩玩的我要疯了：男子服安眠药开瓦斯自杀未遂，醒来点烟引发爆炸,2
我母亲昨晚被黑摩托碰伤，请开福区通泰街某民警将我的钱退给我,2
江苏女子被六旬老汉收留， 没几日竟怀孕， 老汉却只想让女子伺候他,2
我被老婆家暴暴暴暴暴暴暴暴暴暴30年,2
突发:湖南二广高速22车相撞 已致4死18伤,2
3名女网友受害被骗 醉酒入住酒店后 竟遭男子持刀威胁发生关系!,2
男子被骗后吸取“教训” 用同样骗术骗他人80余万元,2
太原男子遇碰瓷还挨了打 对方逃跑前大喊“不怕你报警”,2
意大利夜店踩踏现场曝光！栏杆受挤忽然倒塌 数百人失控往下摔落,2
丈夫从不让妻子做家务，见被子叠好竟割手自残威胁..._伍月长,2
小伙摇一摇碰到美女， 竟然从普通人走上了一条间谍路!,2
三人死亡，一人受伤，这次炸弹在建材厂爆炸了!- 日明网,2
75岁老太在工地上被4只狼狗撕咬， 伤势严重， 网友: 让人心疼,2
铜陵一女子因畏惧丈夫家暴躲妹妹家中，丈夫竟“带刀”堵门_刀具,2
姑娘与一对情侣合租， 厨房做饭时， 同租男客“赤裸”下身毫无忌惮,2
商家收款码被偷换，钱都进了贼口袋,2
疑似胡椒喷雾导致意大利夜店发生踩踏，6人死亡至少120人受伤,2
8岁幼女遭猥琐大叔残忍性暴力，终身残疾，网友:真恶心!,2
一家人都沾染上了艾滋，孩子不满一岁，丈夫:她害我啊,2
济南市民购买泉城旺角商铺遇麻烦，至今办不了不动产权证,2
成都新津一厂房发生火灾致14伤,2
暴风雨侵袭欧洲 多地水位告警影响交通和电力,2
老楼失火楼体烧穿,2
女大学生被男友杀害后，尸体藏在下水道，只因没有给男友倒水喝!,2
烧散煤被“行拘”乌龙|烧啥煤还是以引导为主,2
女子半夜在电梯烧纸钱，业主们感到不安，女子:只是为了除晦气,2
他惨遭割喉焚烧 器官衰竭 警方介入调查 竟是模仿玄幻小说？,2
女子手刃丈夫放火焚尸，逃亡两天后被捕，问其原因竟是家庭琐事,2
安阳老城部分养狗人的素质，让人无语……,2
台湾再曝疫苗问题 51万剂被退 - 医疗点评网-120医网,2
法国爆发第四轮“黄背心”示威活动，12万人参加，百余人受伤,2
青岛市立医院坑骗患者 不是治病救人而是添病坑人,2
青岛 : 非法捕猎收购珍贵野生动物！这8人摊上大事,2
蒙城“11.17” 杀人案成功告破!3人落网!起因竟是...,2
月租5000的房子，住进去呼吸都困难，中介:有无甲醛不是你说了算,2
90后“勒索病毒”嫌疑人落网!只感染电脑，网友:一不小心就中招,2
污厂排污水毁田地，农民为几千元赔偿，故意引污水横流,2
审判了，玉林一卖淫组织令人发指！恐吓、殴打、致人死亡…,2
告别脏乱 塘溪镇梅溪河人行道保持干净,2
马克龙视察遭遇嘘声！法国遭遇13年来最严重骚乱,2
酒店打麻将、网上赌球！黔南州通报 4 起党员干部参与赌博的典型问题,2
购买“苹果”电脑 遭遇临时加价,2
养鸡场熏煞村民 整改取缔多次仍不见挪窝_手机网易网,2
